trade_id,symbol,side,direction,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_cost,exit_cost,gross_pnl,net_pnl,exit_reason,same_session,total_cost,cost_to_gross_ratio,entry_ist,exit_ist,entry_hour_ist,hold_minutes
187_DRREDDY_exit,DRREDDY,SHORT,-1,2023-10-03T05:52:00+00:00,2023-10-03T06:52:00+00:00,1099.2,1095.3,4,2.5699296,1.4655113999999998,15.600000000000364,11.564559000000363,TIME_EXIT,True,4.035441,0.25868211538460933,2023-10-03T11:22:00+05:30,2023-10-03T12:22:00+05:30,11,60.0
187_TCS_exit,TCS,SHORT,-1,2023-10-03T05:52:00+00:00,2023-10-03T06:52:00+00:00,3501.85,3511.1,1,2.046831325,1.17446295,-9.25,-12.471294275,TIME_EXIT,True,3.221294275,0.34824802972972974,2023-10-03T11:22:00+05:30,2023-10-03T12:22:00+05:30,11,60.0
195_COALINDIA_exit,COALINDIA,SHORT,-1,2023-10-03T06:00:00+00:00,2023-10-03T07:00:00+00:00,271.7,271.7,17,2.6997470499999996,1.5450220499999996,0.0,-4.244769099999999,TIME_EXIT,True,4.244769099999999,,2023-10-03T11:30:00+05:30,2023-10-03T12:30:00+05:30,11,60.0
201_M&M_exit,M&M,SHORT,-1,2023-10-03T06:06:00+00:00,2023-10-03T07:06:00+00:00,1539.5,1537.0,3,2.69951325,1.5423795,7.5,3.25810725,TIME_EXIT,True,4.24189275,0.5655857,2023-10-03T11:36:00+05:30,2023-10-03T12:36:00+05:30,11,60.0
214_KOTAKBANK_exit,KOTAKBANK,SHORT,-1,2023-10-03T06:19:00+00:00,2023-10-03T07:19:00+00:00,344.1,344.8,15,3.01689675,1.7300339999999998,-10.49999999999983,-15.24693074999983,TIME_EXIT,True,4.74693075,0.45208864285715017,2023-10-03T11:49:00+05:30,2023-10-03T12:49:00+05:30,11,60.0
248_DRREDDY_exit,DRREDDY,SHORT,-1,2023-10-03T06:53:00+00:00,2023-10-03T07:53:00+00:00,1095.3,1094.1,4,2.5608113999999995,1.4639057999999998,4.800000000000182,0.7752828000001826,TIME_EXIT,True,4.0247171999999996,0.8384827499999681,2023-10-03T12:23:00+05:30,2023-10-03T13:23:00+05:30,12,60.0
249_TCS_exit,TCS,SHORT,-1,2023-10-03T06:54:00+00:00,2023-10-03T07:54:00+00:00,3509.9,3525.05,1,2.05153655,1.179129225,-15.150000000000091,-18.380665775000093,TIME_EXIT,True,3.230665775,0.21324526567656638,2023-10-03T12:24:00+05:30,2023-10-03T13:24:00+05:30,12,60.0
256_COALINDIA_exit,COALINDIA,SHORT,-1,2023-10-03T07:01:00+00:00,2023-10-03T08:01:00+00:00,271.7,271.15,19,3.01736435,1.7232938249999998,10.450000000000216,5.709341825000217,TIME_EXIT,True,4.740658175,0.4536514999999906,2023-10-03T12:31:00+05:30,2023-10-03T13:31:00+05:30,12,60.0
262_M&M_exit,M&M,SHORT,-1,2023-10-03T07:07:00+00:00,2023-10-03T08:07:00+00:00,1537.05,1539.15,3,2.695217175,1.544537025,-6.300000000000409,-10.53975420000041,TIME_EXIT,True,4.2397542,0.6729768571428134,2023-10-03T12:37:00+05:30,2023-10-03T13:37:00+05:30,12,60.0
280_TITAN_exit,TITAN,LONG,1,2023-10-03T07:25:00+00:00,2023-10-03T08:25:00+00:00,3198.5,3208.0,1,1.0698982499999998,1.875076,9.5,6.55502575,TIME_EXIT,True,2.9449742499999996,0.30999728947368416,2023-10-03T12:55:00+05:30,2023-10-03T13:55:00+05:30,12,60.0
309_DRREDDY_exit,DRREDDY,SHORT,-1,2023-10-03T07:54:00+00:00,2023-10-03T08:54:00+00:00,1094.1,1095.0,4,2.5580057999999997,1.46511,-3.600000000000364,-7.623115800000364,TIME_EXIT,True,4.023115799999999,1.1175321666665536,2023-10-03T13:24:00+05:30,2023-10-03T14:24:00+05:30,13,60.0
316_KOTAKBANK_exit,KOTAKBANK,SHORT,-1,2023-10-03T08:01:00+00:00,2023-10-03T09:01:00+00:00,345.2,345.8,14,2.8247716,1.6193814,-8.400000000000318,-12.844153000000318,TIME_EXIT,True,4.444153,0.5290658333333133,2023-10-03T13:31:00+05:30,2023-10-03T14:31:00+05:30,13,60.0
319_COALINDIA_exit,COALINDIA,SHORT,-1,2023-10-03T08:04:00+00:00,2023-10-03T09:04:00+00:00,271.0,271.35,18,2.851191,1.63379835,-6.300000000000409,-10.784989350000409,TIME_EXIT,True,4.48498935,0.7119030714285252,2023-10-03T13:34:00+05:30,2023-10-03T14:34:00+05:30,13,60.0
324_M&M_exit,M&M,SHORT,-1,2023-10-03T08:09:00+00:00,2023-10-03T09:09:00+00:00,1538.5,1539.95,3,2.69775975,1.5453398250000001,-4.350000000000136,-8.593099575000135,TIME_EXIT,True,4.2430995750000005,0.9754251896551419,2023-10-03T13:39:00+05:30,2023-10-03T14:39:00+05:30,13,60.0
341_ASIANPAINT_exit,ASIANPAINT,SHORT,-1,2023-10-03T08:26:00+00:00,2023-10-03T09:26:00+00:00,3191.65,3169.7,1,1.865519425,1.0602646499999997,21.950000000000273,19.024215925000274,TIME_EXIT,True,2.9257840749999997,0.1332931241457842,2023-10-03T13:56:00+05:30,2023-10-03T14:56:00+05:30,13,60.0
371_DRREDDY_exit,DRREDDY,SHORT,-1,2023-10-03T08:56:00+00:00,2023-10-03T09:56:00+00:00,1095.0,1091.8,4,2.56011,1.4608283999999998,12.800000000000182,8.779061600000182,TIME_EXIT,True,4.0209383999999995,0.3141358124999955,2023-10-03T14:26:00+05:30,2023-10-03T15:26:00+05:30,14,60.0
