finalist,trade_id,symbol,exit_reason,net_pnl,entry_hour_ist,hold_minutes,range_atr,volume_ratio,signed_move5_atr,signed_vwap_gap_atr
2,72_COALINDIA_exit,COALINDIA,STOP_HIT,-30.55735451931556,9,47.0,0.40322580645161366,0.34683156343482713,0.08064516129034106,2.828478953183517
2,134_COALINDIA_exit,COALINDIA,TIME_EXIT,3.800848824999785,10,60.0,0.5617977528089902,0.5455625870197917,-1.1235955056179805,-0.40000106705111355
2,195_COALINDIA_exit,COALINDIA,TIME_EXIT,-4.244769099999999,11,60.0,0.8633093525180128,0.9393925040768132,0.2877697841727254,0.9349469281926325
2,256_COALINDIA_exit,COALINDIA,TIME_EXIT,5.709341825000217,12,60.0,1.0000000000004263,1.7413533834586465,-0.5000000000002132,2.080656099955563
2,319_COALINDIA_exit,COALINDIA,TIME_EXIT,-10.784989350000409,13,60.0,0.42553191489373543,1.5968384468098622,-0.8510638297874709,2.8901572842191197
2,361_COALINDIA_exit,COALINDIA,TIME_EXIT,2.6129671499996148,14,60.0,1.6326530612243666,0.7797813934341082,-0.20408163265310383,-4.316348083070541
2,259_COALINDIA_exit,COALINDIA,TIME_EXIT,13.671096800000365,12,60.0,1.1494252873563309,1.4253257550180107,3.9080459770116294,-0.00603137549759777
2,364_COALINDIA_exit,COALINDIA,TIME_EXIT,-11.95747837500017,14,60.0,0.6936416184971471,0.50313357328031,0.46242774566485234,-3.544686696174957
1,125_DRREDDY_exit,DRREDDY,TIME_EXIT,8.751123999999272,10,60.0,0.8149405772494507,0.29694661416306245,-1.2224108658743305,4.173565440647402
1,187_DRREDDY_exit,DRREDDY,TIME_EXIT,11.564559000000363,11,60.0,0.41450777202080596,0.40996483878207524,-0.3108808290157223,14.976435197109291
1,248_DRREDDY_exit,DRREDDY,TIME_EXIT,0.7752828000001826,12,60.0,0.6309148264984444,0.35557750478424593,0.2523659305994352,12.213572264276738
1,309_DRREDDY_exit,DRREDDY,TIME_EXIT,-5.717336850000272,13,60.0,1.6143497757848375,1.0870941485032106,1.6143497757848375,16.57715648606113
1,371_DRREDDY_exit,DRREDDY,TIME_EXIT,8.779061600000182,14,60.0,0.0,0.4871423397319812,-0.0,15.898408351708548
1,eod_flatten_DRREDDY_375,DRREDDY,EOD_FLATTENING,-4.412487799999636,15,0.0,3.6734693877556226,1.1725527699979508,0.10204081632645484,17.00503706941549
1,4_DRREDDY_exit,DRREDDY,STOP_HIT,-14.994607213444867,9,3.0,8.277945619336055,2.233555734097181,3.5045317220545624,-0.0
2,125_DRREDDY_exit,DRREDDY,TIME_EXIT,8.751123999999272,10,60.0,0.8149405772494507,0.29694661416306245,-1.2224108658743305,4.173565440647402
2,187_DRREDDY_exit,DRREDDY,TIME_EXIT,11.564559000000363,11,60.0,0.41450777202080596,0.40996483878207524,-0.3108808290157223,14.976435197109291
2,248_DRREDDY_exit,DRREDDY,TIME_EXIT,0.7752828000001826,12,60.0,0.6309148264984444,0.35557750478424593,0.2523659305994352,12.213572264276738
2,309_DRREDDY_exit,DRREDDY,TIME_EXIT,-7.623115800000364,13,60.0,1.6143497757848375,1.0870941485032106,1.6143497757848375,16.57715648606113
2,371_DRREDDY_exit,DRREDDY,TIME_EXIT,8.779061600000182,14,60.0,0.0,0.4871423397319812,-0.0,15.898408351708548
2,eod_flatten_DRREDDY_375,DRREDDY,EOD_FLATTENING,-4.412487799999636,15,0.0,3.6734693877556226,1.1725527699979508,0.10204081632645484,17.00503706941549
2,4_DRREDDY_exit,DRREDDY,STOP_HIT,-23.404795165177788,9,3.0,8.277945619336055,2.233555734097181,3.5045317220545624,-0.0
2,eod_flatten_DRREDDY_1500,DRREDDY,EOD_FLATTENING,-12.9877945,15,24.0,2.9906542056074215,2.293444492508553,4.39252336448598,-3.838999776530662
2,125_EICHERMOT_exit,EICHERMOT,TIME_EXIT,-7.349393450000273,10,60.0,0.7518072289156835,0.5812781233863631,0.5012048192771807,0.8866747451352005
